Name,Country,Region,Winery,Rating,Price,Year
Jonty's Ducks Pekin White 2017,South Africa,Paarl,Avondale,3.7,14.13,2017
Pošip 2017,Croatia,Dalmatian Coast,Stina,4.1,22.0,2017
Quincy Haute Victoire 2018,France,Quincy,Henri Bourgeois,3.8,15.7,2018
Wehlener Klosterberg Riesling Spätlese 2015,Germany,Mosel,Markus Molitor,4.0,21.95,2015
Chablis Premier Cru 'Vau de Vey' 2018,France,Chablis 1er Cru 'Vau de Vey',Domaine des Malandes,4.0,27.78,2018
Pinot Gris Trocken 2017,Austria,Burgenland,Kracher,3.6,11.69,2017
Baron de L Pouilly-Fumé 2016,France,Pouilly-Fumé,de Ladoucette,4.4,76.43,2016
RS Grauburgunder 2014,Germany,Baden,Salwey,3.8,29.95,2014
Custoza 2019,Italy,Bianco di Custoza,Cavalchina,3.8,8.72,2019
15 Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Castelfeder,3.8,11.82,2018
Adrianna Vineyard White Stones Chardonnay 2017,Argentina,Mendoza,Catena Zapata,4.4,57.51,2017
Altitud Chardonnay 2016,Argentina,Tupungato,Andeluna,3.4,13.26,2016
Soave Classico 2018,Italy,Soave Classico,Lenotti,3.8,4.83,2018
Puligny-Montrachet 'Les Corvées des Vignes' 2015,France,Puligny-Montrachet,Philippe Chavy,4.3,69.99,2015
Sauvignon Blanc 2018,South Africa,Western Cape,Delaire Graff,3.6,12.57,2018
Chardonnay 2018,United States,Monterey,Hess Select,3.5,11.9,2018
Kirchspiel Riesling GG 2016,Germany,Rheinhessen,Wittmann,4.1,47.95,2016
Grauburgunder Trocken vom Kalkstein 2018,Germany,Pfalz,Neiss,3.9,8.95,2018
Colección Torrontés 2019,Argentina,Calchaqui Valley,Michel Torino,3.9,9.89,2019
Bandol Blanc 2015,France,Bandol,La Bastide Blanche,3.5,18.9,2015
Portal da Calçada Reserva Vinho Verde 2019,Portugal,Vinho Verde,Salvador,3.7,6.54,2019
Rüdesheimer Berg Kaisersteinfels Terrassen Riesling 2015,Germany,Rheingau,Leitz,4.0,25.0,2015
Cecu d'la Biunda Roero Arneis 2018,Italy,Roero,Monchiero Carbone,3.8,11.88,2018
Pinot Grigio 2019,Italy,Veneto,Torresella,3.9,6.77,2019
Pinot Gris Alsace Réserve Personnelle 2015,France,Alsace,Trimbach,4.0,33.59,2015
The Rhine House Collection Chardonnay 2016,United States,California,Beringer,3.6,16.9,2016
Riesling Trocken 2019,Germany,Rheinhessen,Wittmann,3.7,11.02,2019
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,France,Pessac-Léognan,Château Malartic-Lagravière,4.0,66.0,2014
Riesling 2018,Germany,Mosel,Reinhard Knebel,3.9,10.09,2018
Beaujolais Blanc 2018,France,Beaujolais,Terres Dorées,3.7,12.9,2018
Sauvignon Blanc 2019,South Africa,Elgin,Paul Cluver,4.1,9.89,2019
Jaraman Chardonnay 2016,Australia,South Australia,Taylors / Wakefield,3.8,16.77,2016
Nik Weis Selection Urban Riesling 2019,Germany,Mosel,St. Urbans-Hof,4.1,9.26,2019
Grillo 2018,Italy,Sicilia,Stemmari,3.3,5.02,2018
Grand Vin La Clape Blanc 2018,France,La Clape,Château l'Hospitalet,3.7,36.85,2018
Aulerde Riesling GG 2016,Germany,Rheinhessen,Wittmann,4.1,37.9,2016
Barbazul Blanco 2018,Spain,Cádiz,Huerta de Albala,3.7,9.95,2018
Wehlener Sonnenuhr Riesling Spätlese 2016,Germany,Wehlen,Joh. Jos. Prüm,4.3,30.47,2016
Alte Reben Riesling 2018,Germany,Pfalz,Schneider,3.9,13.0,2018
Chablis 2018,France,Chablis,Louis Michel & Fils,4.0,23.5,2018
Via Colțul Pietrei Sauvignon Blanc 2018,Romania,Dealu Mare,Vitis Metamorfosis,3.9,11.5,2018
Quartz Stone Chardonnay 2018,South Africa,Paarl,Glen Carlou,4.1,23.5,2018
Mäushöhle Riesling 2016,Germany,Pfalz,Von Winning,3.7,14.57,2016
Petit Chablis 2017,France,Petit Chablis,Domaine des Marronniers,3.9,13.3,2017
Baccaro Grillo 2018,Italy,Sicilia,Farnese,3.3,4.86,2018
Vulkangestein Riesling Trocken 2017,Germany,Nahe,Schäfer-Fröhlich,3.8,15.1,2017
Varidor Riesling Trocken 2018,Germany,Mosel,Carl Loewen,3.8,8.9,2018
Weisser Burgunder 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,7.95,2017
Vineyard Selection Chenin Blanc (Barrel Fermented) 2019,South Africa,Stellenbosch,Kleine Zalze,3.8,11.25,2019
Vigna Santa Margherita Vernaccia di San Gimignano 2016,Italy,Vernaccia di San Gimignano,Panizzi,3.9,20.32,2016
Chenin Blanc 2019,South Africa,Stellenbosch,Neethlingshof Estate,3.7,10.91,2019
Schaapenberg Vineyard Reserve Sauvignon Blanc 2017,South Africa,Stellenbosch,Vergelegen,3.8,19.95,2017
Réserve Languedoc Blanc 2018,France,Languedoc,Paul Mas,3.8,8.76,2018
The Young Airhawk 2016,South Africa,Coastal Region,Nederburg,3.7,18.42,2016
Thauvenay Sancerre Blanc 2014,France,Sancerre,Domaine Masson-Blondelet,3.9,15.5,2014
Drouhin - Vaudon Chablis 2018,France,Chablis,Joseph Drouhin,3.7,17.07,2018
Springvale Riesling 2018,Australia,Clare Valley,Grosset,3.9,29.9,2018
Deidesheimer Kalkofen GG 2016,Germany,Pfalz,Von Winning,4.2,32.12,2016
Sauvignon Blanc 2017,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,11.9,2017
Sauvignon Blanc 2019,Chile,Central Valley,Valdivieso,3.5,7.75,2019
Metis Pascal Jolivet Sauvignon Blanc 2017,South Africa,Constantia,Klein Constantia,3.9,21.0,2017
Chablis 2018,France,Chablis,Gerard Tremblay,3.6,13.91,2018
Anas-Cëtta Langhe Nascetta di Novello 2018,Italy,Langhe,Elvio Cogno,3.7,18.9,2018
Villa Angela Falerio Pecorino 2018,Italy,Falerio Pecorino,Velenosi,3.5,8.24,2018
Chablis 1er Cru 'Côte de Lechet' 2018,France,Chablis 1er Cru 'Côte de Lechet',Bernard Defaix,4.1,24.9,2018
Chardonnay 2017,United States,California,Redwood Creek,3.4,7.65,2017
Riesling 2017,Germany,Pfalz,Schneider,3.8,24.5,2017
Sons de Prades Vinyes de Milmanda 2016,Spain,Conca de Barberà,Torres,4.0,36.56,2016
Chardonnay 2016,New Zealand,Hawke's Bay,Elephant Hill,3.7,19.5,2016
Riesling Terrassen 2018,Austria,Kamptal,Weingut Bründlmayer,3.8,15.25,2018
Cortese Piemonte 2018,Italy,Piemonte,Araldica,3.4,6.3,2018
Sauvignon Gris 2018,New Zealand,Marlborough,Brancott Estate,4.0,9.28,2018
Tannenberg Sauvignon Blanc 2016,Italy,Südtirol - Alto Adige,Manincor,3.9,23.4,2016
Sauvignon 2019,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.8,9.9,2019
Rohstoff Chardonnay 2017,Austria,Burgenland,Hannes Reeh,4.1,15.2,2017
The First Lady Sauvignon Blanc 2019,South Africa,Stellenbosch,Warwick,3.6,8.49,2019
Pinot Grigio 2017,Italy,Südtirol - Alto Adige,Kettmeir,3.9,12.99,2017
Serego Alighieri Possessioni Bianco Veneto 2018,Italy,Veneto,Masi,3.6,11.92,2018
Grüner Veltliner HAID Weinviertel DAC 2018,Austria,Weinviertel,Weingut R&A Pfaffl,3.9,10.93,2018
Graacher Himmelreich Riesling Spätlese 2015,Germany,Graach,Joh. Jos. Prüm,4.2,25.84,2015
Fass 4 2019,Austria,Wagram,Bernhard Ott,4.1,15.8,2019
Laurens Campher 2014,South Africa,Stellenbosch,Muratie,3.9,15.95,2014
Riesling Trocken 2017,Germany,Nahe,Emrich-Schönleber,3.8,9.95,2017
Riesling (Petracine) Langhe 2018,Italy,Langhe,G.D. Vajra,3.9,37.9,2018
Otto Soave 2019,Italy,Soave,Prà,4.0,9.45,2019
Private Bin Chardonnay 2018,New Zealand,North Island,Villa Maria,3.3,11.04,2018
Wildcard Chardonnay (Unoaked) 2017,Australia,South Australia,Peter Lehmann,3.2,7.5,2017
Barrel Fermented Chardonnay 2018,South Africa,Franschhoek,Holden Manz,4.2,27.5,2018
Atrium Chardonnay 2018,Spain,Penedès,Torres,3.6,11.35,2018
Il Fiore 2015,Italy,Langhe,Braida,3.6,11.43,2015
Contea di Sclafani Nozze d'Oro Regaleali 2017,Italy,Contea di Sclafani,Tasca d'Almerita,4.0,15.42,2017
Rotschiefer Riesling Kabinett 2017,Germany,Mosel,Van Volxem,3.9,12.5,2017
Esprit de Tablas Blanc 2014,United States,Paso Robles,Tablas Creek Vineyard,4.1,49.0,2014
Grüner Veltliner Smaragd Axpoint 2017,Austria,Wachau,Domäne Wachau,4.1,21.9,2017
Vire-Clessé 2017,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,29.9,2017
Gavi 2017,Italy,Gavi,Scanavino,3.3,9.49,2017
The Glass Collection Unwooded Chardonnay 2019,South Africa,Stellenbosch,Glenelly,3.4,11.65,2019
Villa Margon Chardonnay 2017,Italy,Trentino,Tenuta Margon,3.9,17.79,2017
Sauvignon Blanc 2018,South Africa,Walker Bay,Bouchard Finlayson,3.7,13.5,2018
Single Vineyard Sauvignon Blanc 2017,Chile,Casablanca Valley,Errazuriz,3.5,13.5,2017
Sauvignon Blanc 2018,United States,California,Bogle,3.6,14.52,2018
Pievecroce 2018,Italy,Lugana,Costaripa,3.8,11.9,2018
Trebbiano Spoletino Trebium 2018,Italy,Umbria,Antonelli San Marco,3.8,14.5,2018
Pedra de Guix 2015,Spain,Priorat,Terroir Al Límit Soc. Lda,3.9,60.0,2015
Vinha Dos Amores Encruzado Dão Branco 2016,Portugal,Dão,Casa de Santar,4.4,29.99,2016
Morillon Muschelkalk 2017,Austria,Südsteiermark,Tement,3.9,14.49,2017
Solaz Verdejo 2018,Spain,Castilla,Osborne,3.2,6.21,2018
Pinot Grigio Alto Adige 2018,Italy,Südtirol - Alto Adige,Franz Haas,3.9,15.9,2018
Chardonnay Le Bourgogne 2016,France,Bourgogne,Chanson,3.6,12.6,2016
Rkatsiteli 2014,Georgia,Kakheti,Mukhrani,3.7,8.95,2014
Riesling Heiligenstein 2014,Austria,Kamptal,Weingut Bründlmayer,4.0,22.7,2014
Urban.GV Grüner Veltliner 2018,Austria,Kremstal,Stagård,3.7,8.9,2018
Sauvignon Blanc 2019,South Africa,Stellenbosch,Neethlingshof Estate,3.5,8.4,2019
Arinto - Bical 2016,Portugal,Bairrada,Quinta do Ortigao,3.7,9.1,2016
Gaia & Rey Langhe 2017,Italy,Langhe,Gaja,4.5,184.2,2017
Gewurztraminer Classic 2018,France,Alsace,Bestheim,3.8,9.5,2018
Mäushöhle Riesling 2017,Germany,Pfalz,Von Winning,3.7,14.57,2017
Las Pizarras Chardonnay 2016,Chile,Aconcagua Costa,Errazuriz,4.2,64.0,2016
Mi Pueblo Chardonnay 2019,Chile,Central Valley,Viña Maipo,3.2,6.5,2019
Mâcon-Bussières Les Clos 2018,France,Mâcon-Bussières,Joseph Drouhin,3.8,13.55,2018
Enkircher Steffensberg Riesling Kabinett Feinherb 2018,Germany,Mosel,Villa Huesgen,4.2,17.35,2018
Grande g 2018,Italy,Lugana,Malavasi,4.1,21.87,2018
Rheinschiefer Hallgarten Riesling Trocken 2018,Germany,Rheingau,Peter Jakob Kühn,3.9,15.11,2018
Greco di Tufo 2018,Italy,Greco di Tufo,Nativ,3.8,8.99,2018
Lafóa Sauvignon 2010,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),4.0,26.27,2010
Reserve Spéciale Chardonnay 2018,France,Pays d'Oc,Philibert du Charme,3.9,6.9,2018
Mash Pitt 2015,Austria,Neusiedlersee,Pittnauer,3.7,24.99,2015
Vieilles Vignes Côtes Catalanes Blanc 2017,France,Côtes Catalanes,Domaine du Clos des Fées,3.8,23.99,2017
Loibner Grüner Veltliner Smaragd Vinothekfüllung 2017,Austria,Wachau,Weingut Knoll,4.2,45.0,2017
Steinriegl Riesling 2017,Austria,Wachau,Prager,4.0,18.42,2017
GB Sauvage Riesling 2019,Germany,Rheingau,Georg Breuer,3.7,9.76,2019
Laumersheimer Kapellenberg Trocken Riesling 2018,Germany,Pfalz,Knipser,3.7,11.65,2018
The Dry Land Collection Courageous Barrel Fermented Chenin Blanc 2018,South Africa,Paarl,Perdeberg,4.1,11.9,2018
Toscana Bugia 2015,Italy,Toscana,Bibi Graetz,3.8,38.89,2015
Chardonnay Kreuth 2018,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.0,16.39,2018
Ürziger Würzgarten Riesling Spätlese 2015,Germany,Mosel,Markus Molitor,4.0,20.95,2015
Kiedricher Riesling Trocken 2017,Germany,Rheingau,Robert Weil,3.9,17.9,2017
Chardonnay 2017,Chile,Central Valley,Viña Maipo,3.3,9.9,2017
Mineral Riesling Trocken 2016,Germany,Nahe,Emrich-Schönleber,3.9,15.95,2016
Catarratto 2018,Italy,Terre Siciliane,Baglio di Pianetto,3.7,8.45,2018
Allnatt Vieilles Vignes Chardonnay 2018,France,Pays d'Oc,Paul Mas,4.1,11.25,2018
Chenin Blanc (Steen op Hout) 2018,South Africa,Stellenbosch,Mulderbosch,3.5,10.5,2018
Johannishof Riesling Trocken 2016,Germany,Pfalz,Knipser,3.7,9.39,2016
Molino a Vento Grillo 2018,Italy,Terre Siciliane,Tenute Orestiadi,3.6,5.74,2018
Pinot Grigio 2019,Italy,delle Venezie,Zenato,3.6,5.35,2019
Sauvignon Blanc 2018,Australia,South Australia,Oxford Landing,3.2,7.9,2018
L'Esprit de l'Horizon Blanc 2015,France,Côtes Catalanes,Domaine de l'Horizon,3.9,17.45,2015
Sons de Prades Vinyes de Milmanda 2017,Spain,Conca de Barberà,Torres,3.7,34.99,2017
Chenin Blanc 2018,South Africa,Western Cape,Oude Kaap,3.2,3.74,2018
Villa Gemma Colline Teatine Bianco 2018,Italy,Colline Teatine,Masciarelli,3.6,10.09,2018
Brauneberger Juffer Riesling Kabinett 2016,Germany,Brauneberg,Schloss Lieser,3.8,14.5,2016
Ficiligno Viognier - Inzolia 2018,Italy,Terre Siciliane,Baglio di Pianetto,4.0,10.63,2018
Chardonnay (Padstal) 2017,South Africa,Coastal Region,MAN,3.4,7.19,2017
Santagostino Baglio Sorìa White 2018,Italy,Terre Siciliane,Firriato,3.7,12.4,2018
Chardonnay Toscana Il Marzocco 2018,Italy,Toscana,Avignonesi,3.9,28.18,2018
Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,9.7,2018
Scharzhofberger Riesling Auslese 2015,Germany,Wiltingen,Egon Müller - Scharzhof,4.5,355.8,2015
Villa Angela Passerina Marche 2018,Italy,Marche,Velenosi,3.6,7.49,2018
Gewürztraminer 2016,France,Alsace,Cleebourg,3.9,11.89,2016
Halenberg Riesling GG 2016,Germany,Nahe,Emrich-Schönleber,4.3,44.0,2016
Königsbacher Ölberg Riesling 2017,Germany,Pfalz,Von Winning,4.0,19.45,2017
Puiten Pinot Grigio 2017,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.6,12.62,2017
Ried Steinriegl Sauvignon Blanc 2017,Austria,Südsteiermark,Wohlmuth,3.9,22.22,2017
'Rosso & Bianco' Chardonnay 2016,United States,California,Francis Ford Coppola,3.7,17.5,2016
Douro Fabelhaft Branco 2018,Portugal,Douro,Niepoort,3.2,8.59,2018
Iselis Bianco 2018,Italy,Isola dei Nuraghi,Argiolas,3.9,11.25,2018
The Site Chardonnay 2015,South Africa,Robertson,De Wetshof,4.1,24.24,2015
Les Maranches Mâcon-Uchizy 2015,France,Mâcon-Uchizy,Les Héritiers du Comte Lafon,3.9,25.9,2015
Meio Queijo Douro Branco 2018,Portugal,Douro,Churchill's,3.6,8.32,2018
Kirchspiel Riesling GG 2012,Germany,Rheinhessen,Keller,4.6,179.0,2012
Big Easy White 2018,South Africa,Western Cape,Ernie Els,3.6,9.98,2018
Reserva Sauvignon Blanc 2018,Chile,Central Valley,Caliterra,3.5,6.03,2018
Wehlener Klosterberg Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.8,15.95,2015
Nosiola Fontanasanta 2018,Italy,Vigneti delle Dolomiti,Foradori,3.7,28.07,2018
Tenuta Regaleali Chardonnay Vigna San Francesco 2017,Italy,Contea di Sclafani,Tasca d'Almerita,4.2,29.0,2017
Sauvignon Blanc 2019,South Africa,Western Cape,Golden Kaan,3.5,5.79,2019
Sauvignon Blanc 2017,New Zealand,Marlborough,Clos Henri Vineyard,3.7,22.7,2017
Riesling Trocken 2016,Germany,Nahe,Emrich-Schönleber,3.8,12.95,2016
Blanco 2017,Spain,Rioja,Hacienda López de Haro,3.4,6.25,2017
Koonunga Hill Chardonnay 2019,Australia,South Australia,Penfolds,3.3,9.49,2019
Riesling Federspiel Himmelstiege 2018,Austria,Wachau,Domäne Wachau,3.4,11.13,2018
Henry Greuzard Mâcon la Roche Vineuse 2018,France,Mâcon-La Roche-Vineuse,Château de la Greffière,4.0,8.72,2018
Chardonnay 2018,South Africa,Stellenbosch,Zonnebloem,3.3,7.63,2018
Sancerre Les Caillottes Blanc 2018,France,Sancerre,Pascal Jolivet,4.0,27.11,2018
Chenin Blanc 2019,South Africa,Western Cape,Leopard’s Leap,3.5,7.49,2019
Is Argiolas Vermentino di Sardegna 2019,Italy,Vermentino di Sardegna,Argiolas,3.9,10.7,2019
Danie de Wet Chardonnay 2019,South Africa,Robertson,De Wetshof,3.7,5.4,2019
1791 Sauvignon Blanc 2019,South Africa,Western Cape,Nederburg,3.7,6.97,2019
Chenin Blanc 2019,South Africa,Western Cape,Oude Kaap,3.4,4.5,2019
Riesling Classic 2018,France,Alsace,Bestheim,3.6,8.65,2018
Torricella 2017,Italy,Toscana,Ricasoli,3.8,14.95,2017
The River Garden Sauvignon Blanc 2018,South Africa,Western Cape,Lourensford,3.6,7.94,2018
Chablis 2017,France,Chablis,Domaine des Genèves,3.8,12.43,2017
Les Princes Abbés Gewürztraminer Alsace 2017,France,Alsace,Domaines Schlumberger,3.9,15.5,2017
Riesling Trocken 2017,Germany,Rheinhessen,Knewitz,3.6,9.99,2017
Riesling Hochheimer Hölle Kabinett Trocken 2017,Germany,Rheingau,Künstler,3.9,12.89,2017
Sauvignon Blanc 2017,Spain,La Mancha,Costa Azul,3.2,5.53,2017
Siefersheim Porphyr Riesling 2017,Germany,Rheinhessen,Wagner-Stempel,3.8,19.89,2017
Sauvignon Blanc 2019,South Africa,Western Cape,Leopard’s Leap,3.5,7.23,2019
Riesling 2018,Germany,Pfalz,Schneider,3.8,12.0,2018
Ribolla Gialla 2016,Italy,Colli Orientali del Friuli,Torre Rosazza,3.7,14.2,2016
La Cala Vermentino di Sardegna 2019,Italy,Vermentino di Sardegna,Sella & Mosca,3.5,7.49,2019
Hidden Treasures NR3 Riesling - Furmint 2017,Hungary,Balaton,Moric,3.7,16.0,2017
Pur Müller-Thurgau 2018,Germany,Baden,Enderle & Moll,4.1,13.15,2018
Bourgogne Chardonnay 2017,France,Bourgogne,Laroche,3.7,13.58,2017
Novas Gran Reserva Sauvignon Blanc 2017,Chile,San Antonio Valley,Emiliana,3.5,10.5,2017
Conde de Valdemar Viura 2016,Spain,Rioja,Bodegas Valdemar,3.6,5.8,2016
Riesling Trocken 2017,Germany,Nahe,Schäfer-Fröhlich,3.8,10.63,2017
Loibner Burgstall Riesling Federspiel 2016,Austria,Wachau,F.X. Pichler,3.8,25.0,2016
Treu Federspiel Grüner Veltliner 2018,Austria,Wachau,Weinhofmeisterei Mathias Hirtzberger,3.9,19.01,2018
Manna Schweizer 2018,Italy,Südtirol - Alto Adige,Franz Haas,4.2,23.9,2018
Vernaccia di San Gimignano 2017,Italy,Vernaccia di San Gimignano,Castello Montaùto,3.7,10.93,2017
Single Estate Selected White 2014,Portugal,Alentejo,Azamor,3.9,12.48,2014
Fumé Sauvignon Blanc 2018,Germany,Pfalz,Oliver Zeter,4.2,16.52,2018
Westhofener Riesling Trocken 2017,Germany,Rheinhessen,Wittmann,3.9,19.9,2017
Les Tourelles de la Crée Montagny Premier Cru 2015,France,Montagny Premier Cru,Château de la Crée,3.9,43.28,2015
Platin Riesling 2018,Austria,Kamptal,Jurtschitsch,3.7,10.63,2018
La Manina 2018,Italy,Südtirol - Alto Adige,Manincor,3.7,11.02,2018
Pinot Gris 2016,United States,Russian River Valley,MacMurray,3.8,17.42,2016
The Wine Cuvée Weiss 2017,Austria,Burgenland,Scheiblhofer,3.7,12.19,2017
Sharis 2019,Italy,delle Venezie,Livio Felluga,3.9,12.5,2019
Sauvignon Blanc 2019,Chile,Central Valley,Frontera,3.3,5.65,2019
Edmond Sancerre 2016,France,Sancerre,Alphonse Mellot,4.2,43.82,2016
Chardonnay delle Venezie 2018,Italy,delle Venezie,Corte Giara,3.6,5.85,2018
Aulerde Riesling GG 2015,Germany,Rheinhessen,Wittmann,4.2,36.95,2015
Charta Riesling 2018,Germany,Rheingau,Johannishof,3.9,11.48,2018
Saint Peray Version 2016,France,Saint-Péray,Francois Villard,3.9,20.0,2016
Mantele Sauvignon 2017,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,17.7,2017
Arneis Langhe Blangé 2019,Italy,Langhe,Ceretto,4.1,16.47,2019
Riesling Alsace Grand Cru 'Saering' 2017,France,Alsace Grand Cru,Domaines Schlumberger,3.9,19.4,2017
Primo Bianco 2019,Italy,Vermentino di Sardegna,Mesa,3.5,8.49,2019
Hirschvergnügen Grüner Veltliner 2018,Austria,Kamptal,Hirsch,3.7,9.44,2018
Predicador Blanco 2017,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.0,25.78,2017
Ürziger Würzgarten Riesling Kabinett 2016,Germany,Mosel,Karl Erbes,3.9,9.0,2016
Vignealte Soave Classico 2018,Italy,Soave Classico,Zeni,3.8,6.7,2018
Blanco Fermentado en Barrica 2019,Spain,Rioja,Muga,3.8,10.62,2019
Rovereto Gavi 2018,Italy,Gavi,Picollo Ernesto,4.0,9.99,2018
Balbino Vermentino di Maremma Toscana 2018,Italy,Maremma Toscana,Terenzi,3.8,10.5,2018
Vermentino di Sardegna 2019,Italy,Vermentino di Sardegna,Sella & Mosca,3.4,6.78,2019
Riesling Trocken 2018,Germany,Rheingau,Schloss Vollrads,3.8,10.18,2018
Chardonnay 2018,Australia,Riverina,Richland,3.2,9.96,2018
Tutti Frutti Blanc 2018,France,Pays d'Oc,Arrogant Frog,3.9,5.36,2018
Silvaner Trocken 2016,Germany,Rheinhessen,Wittmann,3.6,9.09,2016
Vom Vulkan 2016,Germany,Nahe,Gut Hermannsberg,3.8,12.9,2016
Monte Blanco Verdejo 2011,Spain,Rueda,Monte Blanco,3.5,5.95,2011
Chardonnay 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.6,9.9,2018
White Label Nik Weis Saarfeilser GG 2016,Germany,Leiwen,St. Urbans-Hof,4.3,27.5,2016
Steinriesler 2004,Austria,Wachau,Nikolaihof,4.0,49.0,2004
Geheimrat J Riesling Trocken 2015,Germany,Rheingau,Weingüter Wegeler,4.0,26.89,2015
Bon Vallon Chardonnay 2019,South Africa,Robertson,De Wetshof,3.8,11.2,2019
Suade Sauvignon Blanc 2018,Italy,delle Venezie,Astoria,4.1,9.99,2018
Classic White Blend 2018,South Africa,Western Cape,Roodeberg,3.5,8.32,2018
Fonte da Serrana Branco 2018,Portugal,Alentejano,Monte da Ravasqueira,3.6,5.98,2018
Chardonnay Bourgogne 2015,France,Bourgogne,Ropiteau Freres,3.8,15.95,2015
Viognier 2016,Israel,Galilee,Yarden,3.9,10.5,2016
Xarel-lo 2018,Spain,Penedès,Segura Viudas,3.4,6.95,2018
Nussberg Wiener Gemischter Satz 2018,Austria,Wiener Gemischter Satz,Wieninger,3.9,21.2,2018
Rioja Blanco 2018,Spain,Rioja,Luis Cañas,3.4,5.85,2018
Venezia Giulia Confini 2015,Italy,Venezia Giulia,Lis Neris,4.2,37.9,2015
White Lady 2018,South Africa,Stellenbosch,Warwick,4.2,26.9,2018
Fiano 2018,Italy,Puglia,Epicuro,3.5,10.99,2018
Chremisa Edition Grüner Veltliner 2018,Austria,Kremstal,Winzer Krems,3.8,13.5,2018
Wachenheimer Riesling 2018,Germany,Pfalz,Dr. Bürklin-Wolf,3.9,14.9,2018
Sauvignon Blanc 500 2011,Germany,Pfalz,Von Winning,4.3,59.0,2011
Single Vineyard Chardonnay 2017,South Africa,Stellenbosch,Waterford Estate,3.9,19.95,2017
Grande Réserve Sancerre Blanc 2019,France,Sancerre,Henri Bourgeois,3.9,29.05,2019
Domaine de Saint-Pierre Sancerre Blanc 2018,France,Sancerre,Domaine Pierre Prieur & Fils,3.9,16.0,2018
Petite Arvine 2017,Italy,Valle d'Aosta,Ottin - Viticulteur Encaveur,4.0,18.9,2017
Organic Viognier - Verdil 2018,Spain,Valencia,Neleman,3.5,6.49,2018
Gorgorito Verdejo 2018,Spain,Rueda,Bodegas Copaboca,3.7,6.88,2018
Ampelio Chardonnay Langhe 2016,Italy,Langhe,Fontanafredda,3.9,12.08,2016
Wiener Gemischter Satz 2014,Austria,Wiener Gemischter Satz,Wieninger,3.4,10.3,2014
Conde de Valdemar Finca Alto Cantabria 2017,Spain,Rioja,Bodegas Valdemar,3.8,12.99,2017
Goru el Blanco 2018,Spain,Jumilla,EGO,3.6,6.29,2018
Promised Land Unwooded Chardonnay 2017,Australia,South Australia,Taylors / Wakefield,3.5,8.83,2017
Zeltinger Himmelreich Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,16.95,2015
Branco 2018,Portugal,Lisboa,Quinta da Espiga,3.4,4.95,2018
Le Classique Chablis 2016,France,Chablis,Pascal Bouchard,3.7,17.9,2016
Chardonnay Reserva 2018,Chile,Casablanca Valley,Casas del Bosque,3.9,9.95,2018
Marsanne 2017,France,Languedoc-Roussillon,Paul Mas,3.6,5.74,2017
21 Gables Chenin Blanc 2018,South Africa,Stellenbosch,Spier,4.3,19.5,2018
Sauvignon Blanc II 2019,Germany,Pfalz,Von Winning,3.9,10.5,2019
Emilio Primo Bianco 2018,Italy,Toscana,Terre del Marchesato,3.7,13.5,2018
Le Domaine Blanco de Guarda 2018,Spain,Castilla y León,Abadia Retuerta,4.2,35.87,2018
Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Peter Zemmer,3.9,12.9,2018
Chardonnay (Barrel Fermented) 2017,South Africa,Breede River Valley,Bergsig Estate,3.8,13.75,2017
Douro Branco 2017,Portugal,Douro,Lavradores de Feitoria,3.5,4.95,2017
Rully Blanc 2018,France,Rully,Joseph Drouhin,3.9,19.02,2018
Chardonnay (Unwooded) 2019,South Africa,Western Cape,Leopard’s Leap,3.8,7.2,2019
Pinot Grigio 2018,United States,California,Gallo Family Vineyards,3.2,6.3,2018
Kiedricher Riesling Trocken 2018,Germany,Rheingau,Robert Weil,4.0,17.5,2018
Chardonnay Bourgogne 2018,France,Bourgogne,Labouré-Roi,3.6,12.99,2018
Alteni di Brassica Langhe 2016,Italy,Langhe,Gaja,4.2,109.0,2016
Castello della Sala Bramìto Chardonnay 2019,Italy,Umbria,Antinori,3.9,18.85,2019
