Name,Country,Region,Winery,Rating,Price,Year
Leiwener Riesling Trocken 2018,Germany,Mosel,Josef Rosch,3.9,8.69,2018
Perlato del Bosco Toscana Vermentino 2018,Italy,Toscana,Tua Rita,3.7,14.43,2018
Via Edetana Blanca 2018,Spain,Terra Alta,Edetària,3.9,12.32,2018
Cellar Selection Unoaked Chardonnay 2019,South Africa,Stellenbosch,Kleine Zalze,3.3,8.7,2019
Il Mandorlo Gavi 2016,Italy,Gavi,Tenuta San Pietro,4.2,16.95,2016
SL Riesling Kabinett 2016,Germany,Mosel,Schloss Lieser,3.7,12.95,2016
Le Phant Blanc 2014,New Zealand,Hawke's Bay,Elephant Hill,3.5,19.9,2014
Wehlener Sonnenuhr Riesling Spätlese 2015,Germany,Mosel,Markus Molitor,4.0,22.95,2015
Il Forte Gavi 2018,Italy,Gavi,Produttori del Gavi,3.8,10.57,2018
Grillo 2018,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.5,8.44,2018
Grauburgunder 2018,Germany,Pfalz,Friedrich Becker,3.9,9.26,2018
Chardonnay 2019,South Africa,Paarl,Glen Carlou,4.2,14.5,2019
Chardonnay (Monovitigno) 2018,Italy,Venezia Giulia,di Lenardo,3.6,10.59,2018
Le Vaglie Verdicchio dei Castelli di Jesi Classico 2019,Italy,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,4.1,11.3,2019
Wehlener Sonnenuhr Riesling Auslese 2016,Germany,Wehlen,Joh. Jos. Prüm,4.4,36.58,2016
Viognier de Rosine 2018,France,Collines Rhodaniennes,Michel & Stéphane Ogier,3.8,22.9,2018
Sulz Morillon 2015,Austria,Südsteiermark,Tement,3.9,24.9,2015
Ciari Sauvignon Blanc 2018,Italy,Venezia,Borgo Molino,3.9,10.8,2018
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2011,France,Pessac-Léognan,Domaine de Chevalier,4.2,146.95,2011
Pouilly-Fuissé 2018,France,Pouilly-Fuissé,Louis Latour,3.9,23.69,2018
Zeltinger Himmelreich Riesling Kabinett 2017,Germany,Mosel,Markus Molitor,3.9,17.18,2017
Branco 2017,Portugal,Alentejano,Cortes de Cima,3.9,13.6,2017
Weissburgunder 2018,Germany,Mosel,Van Volxem,4.0,12.69,2018
Villa Blanche Viognier 2018,France,Pays d'Oc,Calmel & Joseph,3.8,6.77,2018
Raif Sauvignon 2018,Italy,Vigneti delle Dolomiti,Castelfeder,3.8,12.48,2018
Montmains Chablis Premier Cru 2016,France,Chablis Premier Cru,Domaine du Chardonnay,3.8,27.5,2016
Sancerre Blanc 2018,France,Sancerre,Domaine la Barbotaine,4.0,13.78,2018
Capitel Foscarino 2018,Italy,Veneto,Anselmi,3.9,13.9,2018
Sauvignon Blanc 2018,New Zealand,Nelson,Seifried Estate,4.1,12.9,2018
El Transistor Verdejo 2018,Spain,Rueda,Telmo Rodriguez,3.8,17.9,2018
Silvaner Trocken 2018,Germany,Rheinhessen,Wittmann,3.6,9.09,2018
Rüdesheimer Berg Schlossberg Ehrenfels Riesling 2016,Germany,Rheingau,Leitz,4.1,38.99,2016
Quarzit Riesling Trocken 2018,Germany,Rheingau,Peter Jakob Kühn,4.0,17.5,2018
Scheurebe Trocken 2018,Germany,Rheinhessen,K.Wechsler,3.6,8.89,2018
Logan Chardonnay (Sleepy Hollow Vineyard) 2015,United States,Santa Lucia Highlands,Talbott,3.8,14.25,2015
Fausto Chardonnay 2013,Brazil,Serra Gaúcha,Pizzato,3.2,11.5,2013
Masseria dei Carmelitani Gavi 2019,Italy,Gavi,Vite Colte,4.1,9.11,2019
Grüner Veltliner Smaragd Achleiten 2018,Austria,Wachau,Domäne Wachau,4.2,26.0,2018
Grüner Veltliner Berg Vogelsang 2018,Austria,Kamptal,Weingut Bründlmayer,3.8,14.7,2018
Riesling Abtsberg GG 2017,Germany,Mosel,Maximin Grünhaus,4.1,29.15,2017
Two Blanc 2015,South Africa,Constantia,Constantia Glen,4.1,16.47,2015
Satellite Sancerre 2012,France,Sancerre,Alphonse Mellot,4.1,35.0,2012
Airén Semidulce 2018,Spain,Valdepeñas,Viña Albali,3.6,4.9,2018
Réserve Graves Blanc 2016,France,Graves,Mouton Cadet,3.6,12.6,2016
Dominio de Fontana Sauvignon Blanc - Verdejo 2019,Spain,Uclés,Bodegas Fontana,3.9,7.35,2019
Les Moulins de Turquant Blanc 2015,France,Saumur,Couly-Dutheil,3.9,13.69,2015
Wehlener Klosterberg Riesling Kabinett 2016,Germany,Mosel,Markus Molitor,3.5,17.95,2016
Verdeca Salento Petraluce 2018,Italy,Salento,Castello Monaci,3.9,7.2,2018
Saar Riesling Fuder 13 2017,Germany,Mosel,Van Volxem,3.8,36.56,2017
La Galopine Condrieu 2016,France,Condrieu,Delas,3.9,52.57,2016
Vom Schiefer Riesling Trocken 2017,Germany,Mosel,Ansgar Clüsserath,3.6,9.65,2017
Sauvignon Blanc 2019,South Africa,Durbanville,Durbanville Hills,3.7,7.6,2019
Sauvignon Blanc 2018,New Zealand,Marlborough,Tower Rock,3.8,7.77,2018
Porcupine Ridge Chenin Blanc 2016,South Africa,Franschhoek,Boekenhoutskloof,3.3,8.33,2016
Sauvignon Blanc 2018,South Africa,Stellenbosch,Reyneke,3.8,17.6,2018
Grauburgunder - Weissburgunder 2018,Germany,Pfalz,Weingut A. Diehl,3.5,6.59,2018
Mitzi Gelber Muskateller 2018,Austria,Südsteiermark,Gross,3.8,12.18,2018
Orchidea Sauvignon Blanc 2019,Spain,Navarra,Inurrieta,3.8,6.0,2019
Prachtstück Weiss 2018,Germany,Pfalz,Weingut Metzger,3.9,8.24,2018
Sauvignon Blanc Reserve 2017,United States,California,Dancing Bull,3.3,10.26,2017
Rotschiefer Riesling 2015,Germany,Mosel,Sorentberg,3.9,14.7,2015
Eric's Unoaked Chardonnay (Small Lot) 2017,United States,Livermore Valley,Wente,4.1,27.13,2017
White 2018,United States,Napa Valley,689 - Six Eight Nine,3.6,18.42,2018
Ockfener Bockstein Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,4.0,17.29,2015
Sauvignon Blanc 2018,South Africa,Stellenbosch,Mulderbosch,3.7,12.48,2018
Crozes-Hermitage Blanc 2017,France,Crozes-Hermitage,E. Guigal,3.7,22.33,2017
Viognier 2019,South Africa,Walker Bay,Creation,3.9,12.99,2019
The King's Favour Sauvignon Blanc 2012,New Zealand,Marlborough,The Kings Series,3.6,13.9,2012
Gavi 2017,Italy,Monferrato,Ricossa,3.4,9.5,2017
Langhe Arneis 2018,Italy,Langhe,Fontanabianca,3.3,11.64,2018
Chablis 2016,France,Chablis,Château de Chemilly,4.0,15.5,2016
Vernaccia di San Gimignano 2018,Italy,Vernaccia di San Gimignano,Castello Montaùto,3.6,10.96,2018
Trebì Trebbiano d'Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Talamonti,3.5,7.55,2018
Villa Di Chiesa Valli di Porto Pino 2017,Italy,Valli di Porto Pino,Santadi,4.2,18.9,2017
Steinterrassen 2016,Germany,Nahe,Gut Hermannsberg,4.0,23.5,2016
Lisboa Arinto 2019,Portugal,Lisboa,Paxis,3.5,4.8,2019
White Label Nik Weis Schiefer Riesling 2018,Germany,Mosel,St. Urbans-Hof,4.0,11.9,2018
Sancerre Les Romains 2017,France,Sancerre,Domaine Vacheron,4.1,42.9,2017
Clos du Four Mâcon-Milly-Lamartine 2014,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,3.8,34.54,2014
Les Caillardières Savennières 2016,France,Savennières,Domaine du Closel - Château des Vaults,4.0,34.8,2016
Bourgogne Cuvée Saint-Vincent Blanc 2016,France,Bourgogne,Vincent Girardin,3.7,16.9,2016
Gavi 2019,Italy,Gavi,Villa Sparina,3.9,13.5,2019
Montsant Acústic Blanc 2017,Spain,Montsant,Acustic Celler,3.9,13.82,2017
Grüner Veltliner Federspiel 2018,Austria,Wachau,Rudi Pichler,3.7,13.5,2018
Deidesheimer Kalkofen GG 2015,Germany,Pfalz,Von Winning,4.2,35.95,2015
Ribolla Gialla 2017,Italy,Colli Orientali del Friuli,Torre Rosazza,3.7,13.93,2017
Limited Selection Sauvignon Blanc 2019,Chile,Leyda Valley,Montes,3.6,7.94,2019
Vulkangestein Riesling Trocken 2016,Germany,Nahe,Schäfer-Fröhlich,3.8,15.1,2016
Aimery Chardonnay 2018,France,Pays d'Oc,Sieur d'Arques,3.3,5.75,2018
12 e Mezzo Malvasia del Salento 2019,Italy,Salento,Varvaglione,4.0,7.4,2019
Tianna Bocchoris Blanc 2014,Spain,Mallorca,Tianna Negre,3.7,16.59,2014
Terra Montosa Riesling 2018,Germany,Rheingau,Georg Breuer,3.9,18.9,2018
Felugan 2019,Italy,Lugana,Feliciana,4.0,9.95,2019
Clos du Rocher Terroir d'Exception Grand Cru Blanc 2018,Switzerland,Yvorne,Obrist,4.1,27.75,2018
Figure Libre Freestyle Blanc 2017,France,Pays d'Oc,Gayda,3.8,11.45,2017
Von Unserm Riesling Trocken 2018,Germany,Rheingau,Balthasar Ress,3.6,10.9,2018
Barrel Fermented White 2017,Spain,Rioja,Bodegas Amaren,3.8,12.57,2017
Kirchspiel Riesling GG 2013,Germany,Rheinhessen,Keller,4.4,249.0,2013
Etna Santo Spirito Bianco 2018,Italy,Etna,Tenuta delle Terre Nere,3.9,25.9,2018
Rotes Tor - Grüner Veltliner Federspiel 2019,Austria,Wachau,Franz Hirtzberger,4.0,19.9,2019
Zeltinger Himmelreich Riesling Kabinett 2017,Germany,Mosel,Selbach-Oster,3.9,14.35,2017
Glicine Bianco 2019,Italy,Terre Siciliane,Corvo,3.6,6.95,2019
Kirchspiel Riesling GG 2015,Germany,Rheinhessen,Keller,4.6,179.0,2015
Chenin Blanc (Free-Run Steen) 2019,South Africa,Coastal Region,MAN,3.5,5.74,2019
Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Antichi Poderi Jerzu,3.5,7.9,2018
Gewürztraminer Alsace Signature 2018,France,Alsace,Wolfberger,3.9,9.13,2018
Noordhoek Sauvignon Blanc 2018,South Africa,Cape Town,Cape Point Vineyards,3.6,16.75,2018
Dominio de Fontana Chardonnay - Viura 2016,Spain,La Mancha,Bodegas Fontana,3.6,7.32,2016
Turmhof Sauvignon Blanc 2017,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.9,14.99,2017
Gundian Albariño 2017,Spain,Rías Baixas,Adega Valdes,3.8,11.95,2017
Hohenmorgen GG 2012,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.0,42.89,2012
Fantini Chardonnay 2018,Italy,Terre di Chieti,Farnese,3.4,5.25,2018
Straden Sauvignon Blanc 2018,Austria,Steiermark,Neumeister,3.8,14.45,2018
Pinot Grigio 2018,United States,California,Canyon Road,3.4,6.35,2018
Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,3.9,13.99,2019
Prestige Blanc 2019,France,Côtes de Provence,Minuty,4.0,18.79,2019
Riesling Trocken 2019,Germany,Rheingau,Leitz,3.7,8.94,2019
Laumersheimer Kapellenberg Trocken Riesling 2017,Germany,Pfalz,Knipser,3.7,11.65,2017
Catulliano Lugana 2019,Italy,Lugana,Pratello,3.7,8.2,2019
Old Vines Chenin Blanc 2017,South Africa,Paarl,Lievland Vineyards,3.9,12.99,2017
Grauer Burgunder Trocken 2015,Germany,Rheinhessen,Wittmann,3.4,11.21,2015
Hohen-Sülzen Riesling 2017,Germany,Rheinhessen,Battenfeld Spanier,3.9,16.9,2017
Adrianna Vineyard White Stones Chardonnay 2012,Argentina,Mendoza,Catena Zapata,4.2,79.68,2012
Prail Sauvignon 2015,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.8,13.6,2015
Afix Riesling 2015,Italy,delle Venezie,Jermann,3.7,18.38,2015
Gris 2008,Italy,Friuli Isonzo,Lis Neris,4.1,44.28,2008
Water Bend Chardonnay 2014,United States,Sonoma County,Geyser Peak,4.0,21.0,2014
La Griffe Bernard Chéreau Muscadet Sévre et Maine Sur Lie 2018,France,Muscadet-Sevre et Maine,Chéreau-Carré,3.7,7.52,2018
Haven Chardonnay 2016,South Africa,Coastal Region,Glen Carlou,3.6,8.9,2016
Prestige Lugana 2019,Italy,Lugana,Cà Maiol,3.8,10.6,2019
Meursault 1er Cru 'Blagny' Blanc 2016,France,Meursault 1er Cru 'Blagny',Faiveley,4.4,63.9,2016
M Capriva Del Friuli 2016,Italy,Friuli-Venezia Giulia,Schiopetto,4.2,75.9,2016
Verdejo Castilla y León 2018,Spain,Castilla y León,Radio Boca,3.5,5.75,2018
RS Weissburgunder 2016,Germany,Baden,Salwey,3.8,17.16,2016
Castell De Raimat Chardonnay 2019,Spain,Costers del Segre,Raimat,3.7,8.32,2019
Pinot Grigio 2018,Italy,delle Venezie,Danzante,3.6,9.16,2018
Silvaner Trocken 2017,Germany,Rheinhessen,Wittmann,3.7,7.75,2017
La Segreta Il Bianco 2019,Italy,Sicilia,Planeta,3.5,7.66,2019
Pinot Bianco 2017,Italy,Südtirol - Alto Adige,Alois Lageder,3.4,14.89,2017
Grüner Veltliner 2018,Austria,Carnuntum,Markowitsch,3.4,9.39,2018
Reserva Sauvignon Blanc (Classic) 2019,Chile,Curico Valley,Montes,3.8,6.34,2019
Reserve Bin A Chardonnay 2018,Australia,Adelaide Hills,Penfolds,3.9,99.0,2018
The Field Blend 2018,South Africa,Coastal Region,Stark-Condé,4.0,16.99,2018
Trittenheimer Apotheke Riesling Kabinett 2016,Germany,Mosel,Ansgar Clüsserath,3.7,11.65,2016
Zieregg Sauvignon Blanc 2017,Austria,Südsteiermark,Tement,4.1,48.06,2017
Alb de Petro Vaselo 2018,Romania,Recas,Petro Vaselo,3.7,9.5,2018
Louro Godello 2019,Spain,Valdeorras,Rafael Palacios,4.2,19.9,2019
Merus Sauvignon Blanc 2017,Italy,Trentino,Tiefenbrunner,3.8,11.2,2017
Bin 311 Chardonnay 2018,Australia,Tumbarumba,Penfolds,3.8,42.45,2018
Lighea 2019,Italy,Terre Siciliane,Donnafugata,3.9,11.9,2019
Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Ritterhof,3.7,14.54,2018
Angimbé (Tenuta Ficuzza) 2019,Italy,Terre Siciliane,Cusumano,3.8,8.25,2019
Viviri Grillo 2018,Italy,Sicilia,Tenuta Rapitalà,3.7,7.9,2018
Arneis Roero 2018,Italy,Roero,Marchesi di Barolo,3.8,11.99,2018
Akkurat Weiss 2018,Switzerland,Zürich,Staatskellerei Zürich,4.1,14.52,2018
Don Miguel Vineyard Acero Unoaked Chardonnay 2017,United States,Russian River Valley,Marimar Estate,4.2,38.99,2017
Fannia Falanghina del Molise 2018,Italy,Molise,Campi Valerio,3.9,10.72,2018
Burgenland Weiss 2018,Austria,Burgenland,Meinklang,3.8,7.9,2018
Riesling 2014,Luxembourg,Luxembourg,Château de Schengen,3.8,20.65,2014
Alentejano Reserva Branco 2018,Portugal,Alentejano,Herdade dos Grous,4.0,19.8,2018
Unoaked Viognier 2018,United States,Lodi,Gnarly Head,3.3,12.11,2018
Greco - Fiano Basilicata Pipoli 2019,Italy,Basilicata,Vigneti del Vulture,3.9,5.54,2019
Chardonnay (Unoaked) (Our Town Hall) 2018,South Africa,Franschhoek,Franschhoek Cellar,3.5,6.95,2018
15 Pinot Grigio 2017,Italy,Südtirol - Alto Adige,Castelfeder,3.6,10.8,2017
Sauvignon Blanc 2019,Germany,Pfalz,Oliver Zeter,4.0,11.16,2019
Maìa 2016,Italy,Sardegna,Siddura,3.9,22.37,2016
GG Henkenberg Grauburgunder 2015,Germany,Baden,Salwey,3.8,31.16,2015
Rotlack Riesling Kabinett Feinherb 2018,Germany,Rheingau,Schloss Johannisberg,4.3,22.36,2018
Weissburgunder Trocken 2018,Germany,Pfalz,Heinrich Vollmer,3.4,5.33,2018
The Boy Riesling 2018,Australia,Eden Valley,Two Hands,3.6,19.95,2018
Pouilly-Fuissé 2017,France,Pouilly-Fuissé,Chartron et Trébuchet,4.1,17.5,2017
Pierneef Collection Sauvignon Blanc 2019,South Africa,Franschhoek,La Motte Wine Estate,3.8,14.9,2019
Aigle les Murailles Blanc 2019,Switzerland,Aigle,Henri Badoux,3.8,23.17,2019
Sauvignon Blanc 2019,Spain,Rueda,Marqués de Riscal,3.9,8.79,2019
Via Edetana Blanca 2017,Spain,Terra Alta,Edetària,3.8,13.9,2017
Scharzhofberger Riesling Kabinett 2018,Germany,Wiltingen,Egon Müller - Scharzhof,4.4,72.0,2018
1300 Chardonnay 2019,Argentina,Uco Valley,Andeluna,3.4,7.99,2019
Château Lichten Petite Arvine 2016,Switzerland,Valais,Domaines Rouvinez,3.6,29.5,2016
Synera Blanco 2018,Spain,Catalunya,Ramón Roqueta,3.1,6.5,2018
Zieregg Sauvignon Blanc 2016,Austria,Südsteiermark,Tement,4.0,48.43,2016
La Rocca Soave Classico 2018,Italy,Soave Classico,Pieropan,3.9,31.39,2018
Ruppertsberger Reiterpfad Riesling 2018,Germany,Pfalz,Von Winning,4.1,16.02,2018
T.N. 04 Bronner 2016,Italy,Trentino-Alto Adige,Thomas Niedermayr,3.8,20.5,2016
Winkel Riesling Kabinett 2018,Germany,Rheingau,Schloss Vollrads,3.9,12.29,2018
Albariño (O Rosal) 2019,Spain,Rías Baixas,Santiago Ruiz,4.0,10.45,2019
Catarratto Sicilia Antisa Regaleali 2018,Italy,Terre Siciliane,Tasca d'Almerita,3.7,10.9,2018
Clos des Prouges Pouilly-Fuissé 2017,France,Pouilly-Fuissé,J.A. Ferret,4.3,43.65,2017
Koreaa 2019,Austria,Burgenland,Judith Beck,4.0,14.9,2019
Pazo Blanco 2018,Spain,Ribeiro,Viña Costeira,3.3,4.99,2018
Mineral Riesling Trocken 2017,Germany,Nahe,Emrich-Schönleber,3.7,15.95,2017
Branco 2015,Portugal,Dão,Julia Kemper,3.7,17.55,2015
Sauvignon Blanc 2017,Romania,d Minis,Balla Geza,3.7,8.2,2017
Vom Haus Riesling 2019,Germany,Mosel,Schmitges,3.7,8.72,2019
SL Riesling Trocken 2017,Germany,Mosel,Schloss Lieser,3.8,11.8,2017
Silvaner Trocken 2018,Germany,Franken,Juliusspital,3.6,10.59,2018
Sauvignon Blanc 2018,Israel,Galilee,Gamla,3.7,12.1,2018
Uccellanda Curtefranca 2012,Italy,Curtefranca,Bellavista,4.1,39.9,2012
Deep Blue 2017,Germany,Nahe,Martin Tesch,3.5,12.5,2017
Sancerre Les Baronnes Blanc 2019,France,Sancerre,Henri Bourgeois,4.0,18.95,2019
Dogheria Pinot Bianco Rubicone 2018,Italy,Rubicone,Poderi dal Nespoli,3.8,9.37,2018
Schiefergestein Bockenauer Riesling Trocken 2017,Germany,Nahe,Schäfer-Fröhlich,3.8,18.42,2017
Maximin Grünhäuser Herrenberg Riesling 2017,Germany,Mosel,Maximin Grünhaus,4.0,29.9,2017
Dão Rótulo Branco 2017,Portugal,Dão,Niepoort,3.6,10.51,2017
Godello 2019,Spain,Valdeorras,Joaquín Rebolledo,3.8,10.75,2019
Catarratto 2017,Italy,Sicilia,Barone Montalto,3.3,5.1,2017
Sauvignon Blanc 2017,South Africa,Stellenbosch,Zevenwacht,3.4,11.92,2017
Stoan 2018,Italy,Südtirol - Alto Adige,Tramin,4.0,20.27,2018
Douro Tiara Branco 2017,Portugal,Douro,Niepoort,4.2,26.88,2017
Twin Oaks Chardonnay 2018,United States,California,Robert Mondavi,3.4,7.69,2018
Cabi Sehr Nett Riesling 2016,Germany,Mosel,Fio,4.0,34.59,2016
Alte Reben Riesling Trocken 2017,Germany,Baden,Alexander Laible,4.1,17.2,2017
Sauvignon Blanc 2015,New Zealand,Marlborough,Mission Estate Winery,3.8,14.95,2015
Quarz Sauvignon 2018,Italy,Trentino-Alto Adige,Terlan (Terlano),4.4,69.95,2018
Clos du Four Mâcon-Milly-Lamartine 2016,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,4.0,28.9,2016
Les Princes Abbés Pinot Blanc Alsace 2017,France,Alsace,Domaines Schlumberger,3.5,11.92,2017
Cuvée Les Caillottes Sancerre 2018,France,Sancerre,Jean-Max Roger,4.1,16.5,2018
Compleo Cuvée Blanc 2018,Switzerland,Zürich,Staatskellerei Zürich,3.8,16.08,2018
Clos Sainte Hune Riesling Alsace 2013,France,Alsace,Trimbach,4.5,210.45,2013
Senftenberger Piri Grüner Veltliner 2018,Austria,Kremstal,Nigl,3.9,15.99,2018
Chardonnay 2016,United States,Russian River Valley,Paul Hobbs,4.1,68.32,2016
Sauvignon Blanc 2018,France,Loire Valley,Domaine Gibault - Danielle de L'Ansee,3.5,7.7,2018
Penedès Blanc de Blancs Clos de Torribas 2018,Spain,Penedès,Pinord,3.7,4.75,2018
Saint-Aubin 2017,France,Saint-Aubin,Domaine Sylvain Langoureau,3.9,21.0,2017
Pinot Grigio 2019,South Africa,Coastal Region,Protea,3.3,8.95,2019
Franciscus Grüner Veltliner 2018,Austria,Kremstal,Salomon Undhof,3.7,12.4,2018
Pinot Blanc Alsace Signature 2018,France,Alsace,Wolfberger,3.6,6.69,2018
Ürziger Würzgarten Riesling Spätlese 2017,Germany,Mosel,Markus Molitor,4.2,19.5,2017
Ribolla Gialla Collio 2017,Italy,Collio,Gradis'Ciutta,3.9,12.9,2017
Just Riesling! 2016,Germany,Nahe,Gut Hermannsberg,3.7,9.5,2016
Dellchen Riesling GG 2016,Germany,Nahe,Dönnhoff,4.3,49.0,2016
Forst Riesling Trocken 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,16.09,2017
Am Berg 2019,Austria,Wagram,Bernhard Ott,3.9,10.9,2019
Gewürztraminer '1840' 2015,Italy,Südtirol - Alto Adige,H. Lun,3.7,18.95,2015
Rêve Pecorino Offida 2017,Italy,Offida,Velenosi,4.0,14.85,2017
Bourgogne Chardonnay (Vieilles Vignes) 2018,France,Bourgogne,Albert Bichot,3.9,13.8,2018
Estate Rüdesheim Riesling 2018,Germany,Rüdesheim,Georg Breuer,3.8,13.8,2018
Haardt Riesling 2017,Germany,Pfalz,Müller-Catoir,3.9,13.84,2017
Curioso Bianco 2018,Italy,Toscana,Ponte Lungo,3.7,8.72,2018
Gärtling Grüner Veltliner 2018,Austria,Kremstal,Nigl,3.8,9.95,2018
Terroir Littoral Sauvignon Blanc 2018,France,Pays d'Oc,Fortant,3.4,6.59,2018
Bourgogne Chardonnay (La Vignée) 2018,France,Bourgogne,Bouchard Père & Fils,3.8,16.39,2018
Reserve Chardonnay 2017,South Africa,Walker Bay,Creation,4.1,33.0,2017
Kiedrich Turmberg Riesling Trocken 2018,Germany,Rheingau,Robert Weil,4.1,25.3,2018
Riesling Alsace 2018,France,Alsace,Trimbach,3.6,14.5,2018
Max Riesling Trocken 2017,Germany,Kanzem,Von Othegraven,3.2,15.69,2017
Leone d'Almerita (Tenuta Regaleali) 2019,Italy,Terre Siciliane,Tasca d'Almerita,4.0,9.65,2019
Elgin Sauvignon Blanc 2016,South Africa,Elgin,Boschendal,3.8,31.99,2016
Pouilly-Fumé Indigene 2018,France,Pouilly-Fumé,Pascal Jolivet,4.0,43.65,2018
Reserva Torrontés 2018,Argentina,Salta,Terrazas de los Andes,3.7,18.95,2018
Kirchspiel Riesling GG 2014,Germany,Rheinhessen,Wittmann,4.2,42.8,2014
The King's Bastard Chardonnay 2016,New Zealand,Marlborough,The Kings Series,3.8,16.95,2016
Sofia Riesling 2016,United States,Monterey County,Francis Ford Coppola,3.4,23.46,2016
Venezia Giulia Pinot Grigio 2018,Italy,Venezia Giulia,Lis Neris,4.0,18.9,2018
Gewürztraminer Campaner 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.9,14.72,2018
Tellus Chardonnay 2018,Italy,Umbria,Falesco,3.5,9.9,2018
Oroya Created For Sushi 2017,Spain,Castilla y León,Oroya,3.6,7.66,2017
Clos de la Bergerie 2014,France,Savennières-Roche-aux-Moines,Nicolas Joly,4.0,47.9,2014
Aufwind Grauer Burgunder 2018,Germany,Pfalz,Hensel,3.9,12.48,2018
Capo Martino 2016,Italy,Venezia Giulia,Jermann,4.0,49.9,2016
Forster Ungeheuer Riesling 2015,Germany,Pfalz,Von Winning,4.2,37.95,2015
Viognier - Sauvignon 2019,France,Pays d'Oc,Paul Mas,3.9,5.79,2019
Sauvignon Blanc 2019,South Africa,Paarl,Backsberg,3.5,8.95,2019
Pessac-Léognan Blanc 2006,France,Pessac-Léognan,Château Haut-Bergey,3.8,18.5,2006
Lepus 2018,Italy,Südtirol - Alto Adige,Franz Haas,3.8,16.4,2018
Sessantenario Malvasia 2014,Italy,Salento,Cantina Sampietrana,4.0,6.93,2014
Chardonnay 2017,United States,California,Crane Lake,3.3,7.9,2017
La Rocca Gavi 2018,Italy,Gavi,Coppo,3.7,12.99,2018
Grillo Sur Sur 2019,Italy,Terre Siciliane,Donnafugata,4.0,9.15,2019
La Comtesse de Pazo Barrantes Albariño 2016,Spain,Rías Baixas,Pazo Barrantes,4.1,38.02,2016
Sauvignon Blanc 2019,South Africa,Constantia,Constantia Glen,3.7,12.9,2019
Val de Montferrand Grande Cuvée Blanc 2016,France,Vin de Pays,Domaine de l'Hortus,3.9,17.95,2016
Uncaged Sauvignon Blanc 2017,United States,North Coast,Z.Alexander Brown,3.4,16.33,2017
Silberlack Riesling Trocken GG 2018,Germany,Rheingau,Schloss Johannisberg,4.4,40.73,2018
Essence du Cap Chardonnay 2018,South Africa,Western Cape,Fleur du Cap,3.6,8.75,2018
Regaleali Bianco Sicilia 2019,Italy,Terre Siciliane,Tasca d'Almerita,3.7,7.42,2019
Kalkmergel Riesling 2017,Germany,Pfalz,Rings,3.6,9.26,2017
Steingrüble 2016,Germany,Baden,Ziereisen,3.8,13.95,2016
Grassnitzberg Sauvignon Blanc 2017,Austria,Südsteiermark,Tement,3.8,27.0,2017
Verdejo 2019,Spain,Rueda,Palacio de Bornos,3.7,7.47,2019
Manar dos Seixaş 2017,Spain,Ribeiro,Gallina de Piel,4.1,13.55,2017
Chardonnay 2018,South Africa,Stellenbosch,Mulderbosch,3.4,14.49,2018
Ciari Chardonnay 2018,Italy,Venezia,Borgo Molino,3.9,10.24,2018
Finado Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Andrian,3.9,10.9,2018
Leiten Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,11.21,2018
Sauvignon Blanc 2018,South Africa,Walker Bay,Creation,3.9,12.81,2018
Bon Vallon Chardonnay 2018,South Africa,Robertson,De Wetshof,3.8,12.79,2018
Riesling Tradition 2018,France,Alsace,Emile Beyer,3.8,13.29,2018
Qvevri 2016,Georgia,Kakheti,Mukhrani,3.8,25.9,2016
As Sortes Val do Bibei Godello 2018,Spain,Valdeorras,Rafael Palacios,4.4,42.06,2018
Faß 12 Ayler Kupp Unterstenberg Riesling 2017,Germany,Mosel,Peter Lauer,4.3,21.94,2017
Grüner Veltliner Smaragd Axpoint 2018,Austria,Wachau,Domäne Wachau,4.1,21.89,2018
R de Rieussec 2017,France,Bordeaux,Château Rieussec,3.7,30.62,2017
Santa Digna Reserva Chardonnay 2019,Chile,Central Valley,Miguel Torres,3.6,7.45,2019
Felseneck Riesling GG 2016,Germany,Nahe,Schäfer-Fröhlich,4.3,53.5,2016
The Stump Jump Lightly Wooded Chardonnay 2018,Australia,McLaren Vale,d'Arenberg,3.4,8.75,2018
Puiten Pinot Grigio 2015,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,12.62,2015
Blanc 2018,Spain,Pla de Bages,Abadal,3.6,7.3,2018
Steinterrassen 2015,Germany,Nahe,Gut Hermannsberg,4.2,21.9,2015
Meruge Branco 2015,Portugal,Douro,Lavradores de Feitoria,4.2,18.52,2015
